order_id,customer_id,product_category,quantity,unit_price,order_date,status,total_value
1005,C045,Food,9,7858.43,2024-03-27,completed,70725.87
1006,C006,Electronics,12,42389.97,2024-06-03,completed,508679.64
1010,C007,Food,15,31820.65,2024-04-03,completed,477309.75
1019,C005,Books,20,49806.46,2024-05-15,completed,996129.2
1034,C007,Food,14,20614.0,2024-01-14,completed,288596.0
1035,C004,Home,11,40049.57,2024-01-28,completed,440545.27
1046,C006,Home,19,28304.82,2024-03-21,completed,537791.58
1058,C010,Clothing,2,15482.09,2024-01-11,completed,30964.18
1071,C020,Food,13,34890.7,2024-05-21,completed,453579.1
1079,C046,Books,13,12274.82,2024-06-16,completed,159572.66
1126,C038,Food,19,31089.26,2024-06-05,completed,590695.94
1134,C045,Food,17,27045.08,2024-04-22,completed,459766.36
1167,C013,Books,4,11936.56,2024-05-26,completed,47746.24
1176,C044,Sports,12,4606.11,2024-04-11,completed,55273.32
1201,C030,Books,4,15696.16,2024-03-21,completed,62784.64
1205,C043,Home,2,48423.09,2024-06-02,completed,96846.18
1212,C025,Books,11,7954.72,2024-03-20,completed,87501.92
1221,C005,Home,2,21867.36,2024-04-27,completed,43734.72
1225,C038,Sports,3,19848.76,2024-03-20,completed,59546.28
1251,C050,Sports,17,20991.18,2024-02-11,completed,356850.06
1266,C041,Food,9,37391.1,2024-04-01,completed,336519.9
1292,C027,Sports,3,6353.81,2024-03-22,completed,19061.43
1306,C019,Sports,14,12488.69,2024-02-10,completed,174841.66
1327,C034,Food,6,23037.21,2024-05-16,completed,138223.26
1336,C007,Food,16,5117.19,2024-02-05,completed,81875.04
1376,C027,Sports,17,6791.23,2024-03-03,completed,115450.91
1399,C006,Books,13,27679.8,2024-01-15,completed,359837.4
1418,C018,Food,16,39155.06,2024-04-02,completed,626480.96
1431,C037,Food,14,5386.63,2024-01-26,completed,75412.82
1435,C019,Electronics,4,41582.76,2024-02-06,completed,166331.04
1442,C028,Electronics,7,10368.65,2024-06-29,completed,72580.55
1445,C039,Sports,13,29391.54,2024-03-30,completed,382090.02
1449,C025,Clothing,16,31811.53,2024-06-26,completed,508984.48
1463,C009,Electronics,9,43365.67,2024-02-02,completed,390291.03
1478,C015,Electronics,4,5249.76,2024-04-04,completed,20999.04
1479,C009,Clothing,5,3513.74,2024-05-24,completed,17568.7
